locus_tag	ftype	length_bp	gene	EC_number	COG	product
DDCPAMKM_01530	CDS	636				hypothetical protein
DDCPAMKM_01531	gene	144				
DDCPAMKM_01531	CDS	144				hypothetical protein
DDCPAMKM_01532	gene	474	speH			
DDCPAMKM_01532	CDS	474	speH	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
DDCPAMKM_01533	gene	927	speE			
DDCPAMKM_01533	CDS	927	speE	2.5.1.104	COG0421	Polyamine aminopropyltransferase
DDCPAMKM_01534	gene	1464	speA			
DDCPAMKM_01534	CDS	1464	speA	4.1.1.19	COG1982	Arginine decarboxylase
DDCPAMKM_01535	gene	2751				
DDCPAMKM_01535	CDS	2751				hypothetical protein
DDCPAMKM_01536	gene	1656	recN			
DDCPAMKM_01536	CDS	1656	recN		COG0497	DNA repair protein RecN
DDCPAMKM_01537	gene	333	trxA_2			
DDCPAMKM_01537	CDS	333	trxA_2			Thioredoxin
DDCPAMKM_01538	gene	1626	groL			
DDCPAMKM_01538	CDS	1626	groL		COG0459	60 kDa chaperonin
DDCPAMKM_01539	gene	264	groS1			
DDCPAMKM_01539	CDS	264	groS1		COG0234	10 kDa chaperonin 1
DDCPAMKM_01540	gene	1275				
DDCPAMKM_01540	CDS	1275				hypothetical protein
DDCPAMKM_01541	gene	1188				
DDCPAMKM_01541	CDS	1188				hypothetical protein
DDCPAMKM_01542	gene	867				
DDCPAMKM_01542	CDS	867				hypothetical protein
DDCPAMKM_01543	gene	654	rnhB			
DDCPAMKM_01543	CDS	654	rnhB	3.1.26.4	COG0164	Ribonuclease HII
DDCPAMKM_01544	gene	363	rplS			
DDCPAMKM_01544	CDS	363	rplS		COG0335	50S ribosomal protein L19
DDCPAMKM_01545	gene	792	trmD			
DDCPAMKM_01545	CDS	792	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
DDCPAMKM_01546	gene	492	rimM			
DDCPAMKM_01546	CDS	492	rimM			Ribosome maturation factor RimM
DDCPAMKM_01547	gene	237	rpsP			
DDCPAMKM_01547	CDS	237	rpsP		COG0228	30S ribosomal protein S16
DDCPAMKM_01548	gene	1335	ffh			
DDCPAMKM_01548	CDS	1335	ffh		COG0541	Signal recognition particle protein
DDCPAMKM_01549	gene	297	ihfB			
DDCPAMKM_01549	CDS	297	ihfB		COG0776	Integration host factor subunit beta
DDCPAMKM_01550	gene	888				
DDCPAMKM_01550	CDS	888				hypothetical protein
DDCPAMKM_01551	gene	1758	rpsA			
DDCPAMKM_01551	CDS	1758	rpsA		COG0539	30S ribosomal protein S1
DDCPAMKM_01552	gene	771				
DDCPAMKM_01552	CDS	771				hypothetical protein
DDCPAMKM_01553	gene	2139				
DDCPAMKM_01553	CDS	2139				hypothetical protein
DDCPAMKM_01554	gene	786				
DDCPAMKM_01554	CDS	786				hypothetical protein
DDCPAMKM_01555	gene	717				
DDCPAMKM_01555	CDS	717				hypothetical protein
DDCPAMKM_01556	gene	786	salL			
DDCPAMKM_01556	CDS	786	salL	2.5.1.94	COG1912	Adenosyl-chloride synthase
DDCPAMKM_01557	gene	1605	nanM_2			
DDCPAMKM_01557	CDS	1605	nanM_2	5.1.3.24		N-acetylneuraminate epimerase
DDCPAMKM_01558	gene	1533				
DDCPAMKM_01558	CDS	1533				hypothetical protein
DDCPAMKM_01559	gene	465				
DDCPAMKM_01559	CDS	465				hypothetical protein
DDCPAMKM_01560	gene	519				
DDCPAMKM_01560	CDS	519				hypothetical protein
DDCPAMKM_01561	gene	627				
DDCPAMKM_01561	CDS	627				hypothetical protein
DDCPAMKM_01562	gene	3078	mdtB_2			
DDCPAMKM_01562	CDS	3078	mdtB_2			Multidrug resistance protein MdtB
DDCPAMKM_01563	gene	483				
DDCPAMKM_01563	CDS	483				hypothetical protein
DDCPAMKM_01564	gene	1347	cca			
DDCPAMKM_01564	CDS	1347	cca	2.7.7.72		CCA-adding enzyme
DDCPAMKM_01565	gene	1704	bepA_5			
DDCPAMKM_01565	CDS	1704	bepA_5	3.4.-.-		Beta-barrel assembly-enhancing protease
DDCPAMKM_01566	gene	951	ppx2			
DDCPAMKM_01566	CDS	951	ppx2	3.6.1.11	COG0248	Exopolyphosphatase 2
DDCPAMKM_01567	gene	405				
DDCPAMKM_01567	CDS	405				hypothetical protein
DDCPAMKM_01568	gene	2133	recG			
DDCPAMKM_01568	CDS	2133	recG	3.6.4.12	COG1200	ATP-dependent DNA helicase RecG
DDCPAMKM_01569	gene	1104				
DDCPAMKM_01569	CDS	1104				hypothetical protein
DDCPAMKM_01570	gene	363	yabJ			
DDCPAMKM_01570	CDS	363	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
DDCPAMKM_01571	gene	183				
DDCPAMKM_01571	CDS	183				hypothetical protein
DDCPAMKM_01572	gene	264				
DDCPAMKM_01572	CDS	264				hypothetical protein
DDCPAMKM_01573	gene	1383	petB_2			
DDCPAMKM_01573	CDS	1383	petB_2			Cytochrome b6
DDCPAMKM_01574	gene	939	petC_2			
DDCPAMKM_01574	CDS	939	petC_2	7.1.1.6		Cytochrome b6-f complex iron-sulfur subunit
DDCPAMKM_01575	gene	822	fabI			
DDCPAMKM_01575	CDS	822	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
DDCPAMKM_01576	gene	1230				
DDCPAMKM_01576	CDS	1230				hypothetical protein
DDCPAMKM_01577	gene	1161				
DDCPAMKM_01577	CDS	1161				hypothetical protein
DDCPAMKM_01578	gene	540				
DDCPAMKM_01578	CDS	540				hypothetical protein
DDCPAMKM_01579	gene	2538	mutS			
DDCPAMKM_01579	CDS	2538	mutS		COG0249	DNA mismatch repair protein MutS
DDCPAMKM_01580	gene	282				
DDCPAMKM_01580	CDS	282				hypothetical protein
DDCPAMKM_01581	gene	795				
DDCPAMKM_01581	CDS	795				hypothetical protein
DDCPAMKM_01582	gene	1611	nnr			
DDCPAMKM_01582	CDS	1611	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
DDCPAMKM_01583	gene	384	acpS			
DDCPAMKM_01583	CDS	384	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
DDCPAMKM_01584	gene	720	pdxJ			
DDCPAMKM_01584	CDS	720	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
DDCPAMKM_01585	gene	1248				
DDCPAMKM_01585	CDS	1248		3.4.24.-	COG0612	putative zinc protease
DDCPAMKM_01586	gene	360				
DDCPAMKM_01586	CDS	360				hypothetical protein
DDCPAMKM_01587	gene	143				
DDCPAMKM_01587	misc_RNA	143				group-II-D1D4-7
DDCPAMKM_01588	gene	1458				
DDCPAMKM_01588	CDS	1458				hypothetical protein
DDCPAMKM_01589	gene	78				
DDCPAMKM_01589	misc_RNA	78				Intron_gpII
DDCPAMKM_01590	gene	276				
DDCPAMKM_01590	CDS	276				hypothetical protein
DDCPAMKM_01591	gene	1482				
DDCPAMKM_01591	CDS	1482				hypothetical protein
DDCPAMKM_01592	gene	813				
DDCPAMKM_01592	CDS	813				Insertion sequence IS5376 putative ATP-binding protein
DDCPAMKM_01593	gene	459				
DDCPAMKM_01593	CDS	459				IS110 family transposase ISCro5
DDCPAMKM_01594	gene	306				
DDCPAMKM_01594	CDS	306				hypothetical protein
DDCPAMKM_01595	gene	309				
DDCPAMKM_01595	CDS	309				hypothetical protein
DDCPAMKM_01596	gene	1482				
DDCPAMKM_01596	CDS	1482				hypothetical protein
DDCPAMKM_01597	gene	120				
DDCPAMKM_01597	CDS	120				hypothetical protein
DDCPAMKM_01598	gene	2133	pnp			
DDCPAMKM_01598	CDS	2133	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
DDCPAMKM_01599	gene	270	rpsO			
DDCPAMKM_01599	CDS	270	rpsO			30S ribosomal protein S15
DDCPAMKM_01600	gene	993	truB			
DDCPAMKM_01600	CDS	993	truB	5.4.99.25		tRNA pseudouridine synthase B
DDCPAMKM_01601	gene	354	rbfA			
DDCPAMKM_01601	CDS	354	rbfA		COG0858	Ribosome-binding factor A
DDCPAMKM_01602	gene	2586	infB			
DDCPAMKM_01602	CDS	2586	infB			Translation initiation factor IF-2
DDCPAMKM_01603	gene	1344	nusA			
DDCPAMKM_01603	CDS	1344	nusA			Transcription termination/antitermination protein NusA
DDCPAMKM_01604	gene	495	rimP			
DDCPAMKM_01604	CDS	495	rimP		COG0779	Ribosome maturation factor RimP
DDCPAMKM_01605	gene	630				
DDCPAMKM_01605	CDS	630				hypothetical protein
DDCPAMKM_01606	gene	978	cheV			
DDCPAMKM_01606	CDS	978	cheV		COG0784	Chemotaxis protein CheV
DDCPAMKM_01607	gene	681				
DDCPAMKM_01607	CDS	681				hypothetical protein
DDCPAMKM_01608	gene	228				
DDCPAMKM_01608	CDS	228				hypothetical protein
DDCPAMKM_01609	gene	1350				
DDCPAMKM_01609	CDS	1350				IS1380 family transposase ISLefe1
DDCPAMKM_01610	gene	432				
DDCPAMKM_01610	CDS	432				hypothetical protein
DDCPAMKM_01611	gene	453				
DDCPAMKM_01611	CDS	453				hypothetical protein
DDCPAMKM_01612	gene	411				
DDCPAMKM_01612	CDS	411				hypothetical protein
DDCPAMKM_01613	gene	480				
DDCPAMKM_01613	CDS	480				hypothetical protein
DDCPAMKM_01614	gene	678				
DDCPAMKM_01614	CDS	678				hypothetical protein
DDCPAMKM_01615	gene	759				
DDCPAMKM_01615	CDS	759				hypothetical protein
DDCPAMKM_01616	gene	648				
DDCPAMKM_01616	CDS	648				hypothetical protein
DDCPAMKM_01617	gene	252				
DDCPAMKM_01617	CDS	252				hypothetical protein
DDCPAMKM_01618	gene	564	rutB			
DDCPAMKM_01618	CDS	564	rutB	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
DDCPAMKM_01619	gene	489				
DDCPAMKM_01619	CDS	489				hypothetical protein
DDCPAMKM_01620	gene	885				
DDCPAMKM_01620	CDS	885				hypothetical protein
DDCPAMKM_01621	gene	390				
DDCPAMKM_01621	CDS	390				putative protein.1
DDCPAMKM_01622	gene	237				
DDCPAMKM_01622	CDS	237				hypothetical protein
DDCPAMKM_01623	gene	333				
DDCPAMKM_01623	CDS	333				hypothetical protein
DDCPAMKM_01624	gene	189				
DDCPAMKM_01624	CDS	189				hypothetical protein
DDCPAMKM_01625	gene	561				
DDCPAMKM_01625	CDS	561				hypothetical protein
DDCPAMKM_01626	gene	432				
DDCPAMKM_01626	CDS	432				hypothetical protein
DDCPAMKM_01627	gene	426				
DDCPAMKM_01627	CDS	426				hypothetical protein
DDCPAMKM_01628	gene	381				
DDCPAMKM_01628	CDS	381				hypothetical protein
DDCPAMKM_01629	gene	762	rpaR			
DDCPAMKM_01629	CDS	762	rpaR		COG2771	HTH-type quorum sensing-dependent transcriptional regulator RpaR
DDCPAMKM_01630	gene	621				
DDCPAMKM_01630	CDS	621				hypothetical protein
DDCPAMKM_01631	gene	1020	fcl			
DDCPAMKM_01631	CDS	1020	fcl	1.1.1.271		GDP-L-fucose synthase
DDCPAMKM_01632	gene	828	ada			
DDCPAMKM_01632	CDS	828	ada		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
DDCPAMKM_01633	gene	663				
DDCPAMKM_01633	CDS	663				hypothetical protein
DDCPAMKM_01634	gene	1290	argD_1			
DDCPAMKM_01634	CDS	1290	argD_1	2.6.1.11	COG4992	Acetylornithine aminotransferase
DDCPAMKM_01635	gene	1206				
DDCPAMKM_01635	CDS	1206		1.6.-.-		NADH dehydrogenase-like protein
DDCPAMKM_01636	gene	618	iscR			
DDCPAMKM_01636	CDS	618	iscR			HTH-type transcriptional regulator IscR
DDCPAMKM_01637	gene	687				
DDCPAMKM_01637	CDS	687				hypothetical protein
DDCPAMKM_01638	gene	417				
DDCPAMKM_01638	CDS	417				hypothetical protein
DDCPAMKM_01639	gene	711	trmR_1			
DDCPAMKM_01639	CDS	711	trmR_1	2.1.1.-		tRNA 5-hydroxyuridine methyltransferase
DDCPAMKM_01640	gene	219				
DDCPAMKM_01640	CDS	219				hypothetical protein
DDCPAMKM_01641	gene	444				
DDCPAMKM_01641	CDS	444				hypothetical protein
DDCPAMKM_01642	gene	987				
DDCPAMKM_01642	CDS	987				hypothetical protein
DDCPAMKM_01643	gene	624				
DDCPAMKM_01643	CDS	624				hypothetical protein
DDCPAMKM_01644	gene	462				
DDCPAMKM_01644	CDS	462				hypothetical protein
DDCPAMKM_01645	gene	432				
DDCPAMKM_01645	CDS	432				hypothetical protein
DDCPAMKM_01646	gene	435				
DDCPAMKM_01646	CDS	435				hypothetical protein
DDCPAMKM_01647	gene	621				
DDCPAMKM_01647	CDS	621				hypothetical protein
DDCPAMKM_01648	gene	1206				
DDCPAMKM_01648	CDS	1206				hypothetical protein
DDCPAMKM_01649	gene	76				
DDCPAMKM_01649	tRNA	76				tRNA-Thr(tgt)
DDCPAMKM_01650	gene	999				
DDCPAMKM_01650	CDS	999				hypothetical protein
DDCPAMKM_01651	gene	312				
DDCPAMKM_01651	CDS	312				hypothetical protein
DDCPAMKM_01652	gene	765	pppA			
DDCPAMKM_01652	CDS	765	pppA		COG1989	Prepilin peptidase PppA
DDCPAMKM_01653	gene	540				
DDCPAMKM_01653	CDS	540				hypothetical protein
DDCPAMKM_01654	gene	990				
DDCPAMKM_01654	CDS	990			COG1702	PhoH-like protein
DDCPAMKM_01655	gene	1509	rny_2			
DDCPAMKM_01655	CDS	1509	rny_2	3.1.-.-		Ribonuclease Y
DDCPAMKM_01656	gene	591	ybeY			
DDCPAMKM_01656	CDS	591	ybeY	3.1.-.-		Endoribonuclease YbeY
DDCPAMKM_01657	gene	930	ftsY			
DDCPAMKM_01657	CDS	930	ftsY		COG0552	Signal recognition particle receptor FtsY
DDCPAMKM_01658	gene	876	aroE			
DDCPAMKM_01658	CDS	876	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
DDCPAMKM_01659	gene	255				
DDCPAMKM_01659	CDS	255				hypothetical protein
DDCPAMKM_01660	gene	1851	uvrC			
DDCPAMKM_01660	CDS	1851	uvrC		COG0322	UvrABC system protein C
DDCPAMKM_01661	gene	3093				
DDCPAMKM_01661	CDS	3093				hypothetical protein
DDCPAMKM_01662	gene	1395	thiC			
DDCPAMKM_01662	CDS	1395	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
DDCPAMKM_01663	gene	696				
DDCPAMKM_01663	CDS	696				hypothetical protein
DDCPAMKM_01664	gene	2487	metH			
DDCPAMKM_01664	CDS	2487	metH	2.1.1.13	COG0646	Methionine synthase
DDCPAMKM_01665	gene	768	rbn			
DDCPAMKM_01665	CDS	768	rbn	3.1.26.11		Ribonuclease BN
DDCPAMKM_01666	gene	684				
DDCPAMKM_01666	CDS	684				hypothetical protein
DDCPAMKM_01667	gene	1860	typA			
DDCPAMKM_01667	CDS	1860	typA		COG1217	GTP-binding protein TypA/BipA
DDCPAMKM_01668	gene	1281	rlmI			
DDCPAMKM_01668	CDS	1281	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
DDCPAMKM_01669	gene	594				
DDCPAMKM_01669	CDS	594				hypothetical protein
DDCPAMKM_01670	gene	807	recO			
DDCPAMKM_01670	CDS	807	recO			DNA repair protein RecO
DDCPAMKM_01671	gene	954	era			
DDCPAMKM_01671	CDS	954	era			GTPase Era
DDCPAMKM_01672	gene	777				
DDCPAMKM_01672	CDS	777				hypothetical protein
DDCPAMKM_01673	gene	1473	manC1			
DDCPAMKM_01673	CDS	1473	manC1	2.7.7.13	COG0662	Mannose-1-phosphate guanylyltransferase 1
DDCPAMKM_01674	gene	1422	algC			
DDCPAMKM_01674	CDS	1422	algC	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
DDCPAMKM_01675	gene	471				
DDCPAMKM_01675	CDS	471				hypothetical protein
DDCPAMKM_01676	gene	486	nsrR_1			
DDCPAMKM_01676	CDS	486	nsrR_1		COG1959	HTH-type transcriptional repressor NsrR
DDCPAMKM_01677	gene	678				
DDCPAMKM_01677	CDS	678				hypothetical protein
DDCPAMKM_01678	gene	573				
DDCPAMKM_01678	CDS	573				hypothetical protein
DDCPAMKM_01679	gene	2688	menE			
DDCPAMKM_01679	CDS	2688	menE	6.2.1.26		2-succinylbenzoate--CoA ligase
DDCPAMKM_01680	gene	1416				
DDCPAMKM_01680	CDS	1416		3.1.-.-	COG1236	Ribonuclease
DDCPAMKM_01681	gene	3714	recB			
DDCPAMKM_01681	CDS	3714	recB	3.1.11.5	COG1074	RecBCD enzyme subunit RecB
DDCPAMKM_01682	gene	3306	recC			
DDCPAMKM_01682	CDS	3306	recC	3.1.11.5		RecBCD enzyme subunit RecC
DDCPAMKM_01683	gene	1026				
DDCPAMKM_01683	CDS	1026				hypothetical protein
DDCPAMKM_01684	gene	831	efeU			
DDCPAMKM_01684	CDS	831	efeU		COG0672	Ferrous iron permease EfeU
DDCPAMKM_01685	gene	366				
DDCPAMKM_01685	CDS	366				hypothetical protein
DDCPAMKM_01686	gene	657				
DDCPAMKM_01686	CDS	657				hypothetical protein
DDCPAMKM_01687	gene	1308	argA			
DDCPAMKM_01687	CDS	1308	argA	2.3.1.1	COG0548	Amino-acid acetyltransferase
DDCPAMKM_01688	gene	2274				
DDCPAMKM_01688	CDS	2274				hypothetical protein
DDCPAMKM_01689	gene	399				
DDCPAMKM_01689	CDS	399				hypothetical protein
DDCPAMKM_01690	gene	198				
DDCPAMKM_01690	CDS	198				hypothetical protein
DDCPAMKM_01691	gene	306				
DDCPAMKM_01691	CDS	306				hypothetical protein
DDCPAMKM_01692	gene	639				
DDCPAMKM_01692	CDS	639				hypothetical protein
DDCPAMKM_01693	gene	75				
DDCPAMKM_01693	tRNA	75				tRNA-Gly(ccc)
DDCPAMKM_01694	gene	237				
DDCPAMKM_01694	CDS	237				hypothetical protein
DDCPAMKM_01695	gene	987				
DDCPAMKM_01695	CDS	987				hypothetical protein
DDCPAMKM_01696	gene	1674	sctC_2			
DDCPAMKM_01696	CDS	1674	sctC_2			Type 3 secretion system secretin
DDCPAMKM_01697	gene	1719	epsE			
DDCPAMKM_01697	CDS	1719	epsE		COG2804	Type II secretion system protein E
DDCPAMKM_01698	gene	1206	gspF			
DDCPAMKM_01698	CDS	1206	gspF		COG1459	Putative type II secretion system protein F
DDCPAMKM_01699	gene	459	xcpT			
DDCPAMKM_01699	CDS	459	xcpT		COG2165	Type II secretion system protein G
DDCPAMKM_01700	gene	999				
DDCPAMKM_01700	CDS	999				hypothetical protein
DDCPAMKM_01701	gene	1335				
DDCPAMKM_01701	CDS	1335				hypothetical protein
DDCPAMKM_01702	gene	603				
DDCPAMKM_01702	CDS	603				hypothetical protein
DDCPAMKM_01703	gene	966				
DDCPAMKM_01703	CDS	966				hypothetical protein
DDCPAMKM_01704	gene	606				
DDCPAMKM_01704	CDS	606				hypothetical protein
DDCPAMKM_01705	gene	318				
DDCPAMKM_01705	CDS	318				hypothetical protein
DDCPAMKM_01706	gene	1416				
DDCPAMKM_01706	CDS	1416				hypothetical protein
DDCPAMKM_01707	gene	1065				
DDCPAMKM_01707	CDS	1065				hypothetical protein
DDCPAMKM_01708	gene	240				
DDCPAMKM_01708	CDS	240				putative Fe(2+)-trafficking protein
DDCPAMKM_01709	gene	810				
DDCPAMKM_01709	CDS	810		1.5.5.2	COG0506	Proline dehydrogenase
DDCPAMKM_01710	gene	3285				
DDCPAMKM_01710	CDS	3285				hypothetical protein
DDCPAMKM_01711	gene	462				
DDCPAMKM_01711	CDS	462				hypothetical protein
DDCPAMKM_01712	gene	684	lexA_2			
DDCPAMKM_01712	CDS	684	lexA_2	3.4.21.88		LexA repressor
DDCPAMKM_01713	gene	1446	nuoN			
DDCPAMKM_01713	CDS	1446	nuoN	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
DDCPAMKM_01714	gene	1512	nuoM			
DDCPAMKM_01714	CDS	1512	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
DDCPAMKM_01715	gene	1932	nuoL			
DDCPAMKM_01715	CDS	1932	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
DDCPAMKM_01716	gene	303	nuoK			
DDCPAMKM_01716	CDS	303	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
DDCPAMKM_01717	gene	510	nuoJ			
DDCPAMKM_01717	CDS	510	nuoJ	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
DDCPAMKM_01718	gene	561	nuoI			
DDCPAMKM_01718	CDS	561	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
DDCPAMKM_01719	gene	1014	nuoH			
DDCPAMKM_01719	CDS	1014	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
DDCPAMKM_01720	gene	2646	sfrA			
DDCPAMKM_01720	CDS	2646	sfrA	1.-.-.-	COG3383	NADPH-Fe(3+) oxidoreductase subunit alpha
DDCPAMKM_01721	gene	1854				
DDCPAMKM_01721	CDS	1854				hypothetical protein
DDCPAMKM_01722	gene	507	hndA			
DDCPAMKM_01722	CDS	507	hndA	1.12.1.3	COG1905	NADP-reducing hydrogenase subunit HndA
DDCPAMKM_01723	gene	1284	nqo4			
DDCPAMKM_01723	CDS	1284	nqo4	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit 4
DDCPAMKM_01724	gene	534	ndhJ			
DDCPAMKM_01724	CDS	534	ndhJ	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit J, chloroplastic
DDCPAMKM_01725	gene	534	ndhK			
DDCPAMKM_01725	CDS	534	ndhK	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit K, chloroplastic
DDCPAMKM_01726	gene	372	ndhC			
DDCPAMKM_01726	CDS	372	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3
DDCPAMKM_01727	gene	2736	secA			
DDCPAMKM_01727	CDS	2736	secA		COG0653	Protein translocase subunit SecA
DDCPAMKM_01728	gene	897				
DDCPAMKM_01728	CDS	897				hypothetical protein
DDCPAMKM_01729	gene	351	cutA			
DDCPAMKM_01729	CDS	351	cutA		COG1324	Divalent-cation tolerance protein CutA
DDCPAMKM_01730	gene	936	rfbB			
DDCPAMKM_01730	CDS	936	rfbB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
DDCPAMKM_01731	gene	753	tlyA			
DDCPAMKM_01731	CDS	753	tlyA	2.1.1.226	COG1189	16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA
DDCPAMKM_01732	gene	1890	dxs			
DDCPAMKM_01732	CDS	1890	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
DDCPAMKM_01733	gene	924				
DDCPAMKM_01733	CDS	924		2.5.1.10		Farnesyl diphosphate synthase
DDCPAMKM_01734	gene	276	xseB			
DDCPAMKM_01734	CDS	276	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
DDCPAMKM_01735	gene	1569	xseA			
DDCPAMKM_01735	CDS	1569	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
DDCPAMKM_01736	gene	828	ymdB			
DDCPAMKM_01736	CDS	828	ymdB	3.1.4.16	COG1692	2',3'-cyclic-nucleotide 2'-phosphodiesterase
DDCPAMKM_01737	gene	1566	rny_3			
DDCPAMKM_01737	CDS	1566	rny_3	3.1.-.-	COG1418	Ribonuclease Y
DDCPAMKM_01738	gene	1278				
DDCPAMKM_01738	CDS	1278			COG2256	putative AAA domain-containing protein
DDCPAMKM_01739	gene	181				
DDCPAMKM_01739	misc_RNA	181				6S
DDCPAMKM_01740	gene	342				
DDCPAMKM_01740	CDS	342				hypothetical protein
DDCPAMKM_01741	gene	285				
DDCPAMKM_01741	CDS	285				hypothetical protein
DDCPAMKM_01742	gene	2049				
DDCPAMKM_01742	CDS	2049				hypothetical protein
DDCPAMKM_01743	gene	1140				
DDCPAMKM_01743	CDS	1140				hypothetical protein
DDCPAMKM_01744	gene	840	rsmA			
DDCPAMKM_01744	CDS	840	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
DDCPAMKM_01745	gene	1701	rnjA			
DDCPAMKM_01745	CDS	1701	rnjA	3.1.-.-	COG0595	Ribonuclease J1
DDCPAMKM_01746	gene	2250	ftsK			
DDCPAMKM_01746	CDS	2250	ftsK		COG1674	DNA translocase FtsK
DDCPAMKM_01747	gene	720	lolA			
DDCPAMKM_01747	CDS	720	lolA			Outer-membrane lipoprotein carrier protein
DDCPAMKM_01748	gene	2841	uvrA			
DDCPAMKM_01748	CDS	2841	uvrA			UvrABC system protein A
DDCPAMKM_01749	gene	912	mneS			
DDCPAMKM_01749	CDS	912	mneS		COG0053	Manganese efflux system protein MneS
DDCPAMKM_01750	gene	1032	pdxA2			
DDCPAMKM_01750	CDS	1032	pdxA2	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
DDCPAMKM_01751	gene	636				
DDCPAMKM_01751	CDS	636				hypothetical protein
DDCPAMKM_01752	gene	873				
DDCPAMKM_01752	CDS	873				hypothetical protein
DDCPAMKM_01753	gene	1119				
DDCPAMKM_01753	CDS	1119			COG2081	putative protein
DDCPAMKM_01754	gene	1194				
DDCPAMKM_01754	CDS	1194				hypothetical protein
DDCPAMKM_01755	gene	990				
DDCPAMKM_01755	CDS	990				hypothetical protein
DDCPAMKM_01756	gene	723	mkl_1			
DDCPAMKM_01756	CDS	723	mkl_1		COG1127	putative ribonucleotide transport ATP-binding protein mkl
DDCPAMKM_01757	gene	759	mlaE_1			
DDCPAMKM_01757	CDS	759	mlaE_1		COG0767	Intermembrane phospholipid transport system permease protein MlaE
DDCPAMKM_01758	gene	927	nfo			
DDCPAMKM_01758	CDS	927	nfo	3.1.21.2	COG0648	Endonuclease 4
DDCPAMKM_01759	gene	498				
DDCPAMKM_01759	CDS	498				hypothetical protein
DDCPAMKM_01760	gene	1326	sasA_7			
DDCPAMKM_01760	CDS	1326	sasA_7	2.7.-.-		Adaptive-response sensory-kinase SasA
DDCPAMKM_01761	gene	705	phoB			
DDCPAMKM_01761	CDS	705	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
DDCPAMKM_01762	gene	429	mec			
DDCPAMKM_01762	CDS	429	mec	3.13.1.6	COG1310	CysO-cysteine peptidase
DDCPAMKM_01763	gene	831	moeZ			
DDCPAMKM_01763	CDS	831	moeZ		COG0476	putative adenylyltransferase/sulfurtransferase MoeZ
DDCPAMKM_01764	gene	243				
DDCPAMKM_01764	CDS	243				hypothetical protein
DDCPAMKM_01765	gene	279	cysO			
DDCPAMKM_01765	CDS	279	cysO		COG1977	Sulfur carrier protein CysO
DDCPAMKM_01766	gene	1278	thrC_2			
DDCPAMKM_01766	CDS	1278	thrC_2	4.2.3.1	COG0498	Threonine synthase
DDCPAMKM_01767	gene	807	ttuC			
DDCPAMKM_01767	CDS	807	ttuC	2.7.7.80	COG0476	Sulfur carrier protein adenylyltransferase
DDCPAMKM_01768	gene	939	cysK			
DDCPAMKM_01768	CDS	939	cysK	2.5.1.47		Cysteine synthase
DDCPAMKM_01769	gene	204				
DDCPAMKM_01769	CDS	204				hypothetical protein
DDCPAMKM_01770	gene	1257	ahcY			
DDCPAMKM_01770	CDS	1257	ahcY	3.3.1.1	COG0499	Adenosylhomocysteinase
DDCPAMKM_01771	gene	1158	metK			
DDCPAMKM_01771	CDS	1158	metK	2.5.1.6		S-adenosylmethionine synthase
DDCPAMKM_01772	gene	62				
DDCPAMKM_01772	misc_RNA	62				SAM-II_long_loops
DDCPAMKM_01773	gene	1251	icd_2			
